"2.5CI","Median","97.5CI"
"1",22.4791019163633,26.8677449760275,31.5318889610909
"2",22.5505541361283,26.9102101034449,31.5506033215165
"3",22.6641415003809,26.9629406420346,31.5712596321739
"4",22.7681030498774,27.0202534669484,31.607782118574
"5",22.854427977606,27.0794208553532,31.6436072090103
"6",22.9416289886092,27.1337527128122,31.6730444534423
"7",23.0314650245729,27.1948555385869,31.7118782886669
"8",23.1192783367493,27.257234580735,31.744655150772
"9",23.2148967869544,27.3141608059072,31.7810111664441
"10",23.3006543700716,27.3745534925412,31.8136000989528
"11",23.3917279358929,27.4345724716772,31.8544489238873
"12",23.4738195725635,27.4950469708121,31.8876275315687
"13",23.5666576599562,27.5464326177969,31.9316036101162
"14",23.6514083321271,27.6111112893654,31.974446283123
"15",23.7366396257164,27.6730810347825,32.0055390173416
"16",23.8151712524511,27.7302104957035,32.0575200649701
"17",23.9059647852593,27.7935286146506,32.1047025792918
"18",23.9738845178484,27.8522464028655,32.1384461502005
"19",24.0500118758633,27.9116170206313,32.178135391915
"20",24.1232195163232,27.9789788161065,32.2283038812568
"21",24.1907500927874,28.0438007649959,32.2708644368741
"22",24.2493278639177,28.110954492841,32.3146916205665
"23",24.3215036284201,28.1800939054526,32.367573695005
"24",24.3928594792533,28.2486311598303,32.4040566125874
"25",24.4852306596397,28.3099626560826,32.4498820708083
"26",24.5789792691069,28.3816796501767,32.4943313395063
"27",24.6441651708428,28.4447716790734,32.5476635543223
"28",24.7226967335122,28.5067517292365,32.6220308266607
"29",24.8085506817857,28.5747440880714,32.6795146223809
"30",24.8728723836323,28.6405768657881,32.7398436762495
"31",24.936253780618,28.7099656502177,32.7924236028706
"32",25.0012257426395,28.7759947925014,32.8556269743605
"33",25.0716515536212,28.8514399063657,32.9198639156723
"34",25.146874497349,28.9216557219882,32.98264603908
"35",25.2196992582115,28.9970125139043,33.0450500062687
"36",25.302154152413,29.0694447170627,33.132249611165
"37",25.3634204154004,29.1407496645636,33.1934885099187
"38",25.4285591188124,29.2180398489944,33.2458881505675
"39",25.497119392967,29.2940937011246,33.300124961831
"40",25.5688874428083,29.3685179699319,33.3690159833338
"41",25.6462562271107,29.446232121083,33.4504106220643
"42",25.7202718083215,29.5251260182139,33.5167240928617
"43",25.7939407469905,29.6001421447386,33.6004393614615
"44",25.8623196456372,29.6799557442546,33.6629875182326
"45",25.9296264928907,29.756496553576,33.7402727996465
"46",26.0060530253263,29.840694330307,33.8133472208727
"47",26.0802889348784,29.9214971462906,33.8937936631459
"48",26.1554614691078,30.0061799332207,33.9865293543529
"49",26.2401804551809,30.0894709466142,34.0803486343253
"50",26.3195418111378,30.1707525982975,34.1605043403226
"51",26.4008540703875,30.265057663527,34.2580363521841
"52",26.4743511434389,30.3496517184924,34.3546982819147
"53",26.5485562808713,30.4373489064263,34.4407136325273
"54",26.6325221232749,30.5276928432793,34.5403439068336
"55",26.7153295599963,30.6177394899914,34.6306954867768
"56",26.7993886465614,30.7137065706119,34.7255325892916
"57",26.8831806918158,30.8091516467702,34.8221155689344
"58",26.9607544202237,30.8990361316064,34.9334847921265
"59",27.0423150395691,30.9931329391421,35.0338347605136
"60",27.1242483808861,31.0904139351841,35.1359756697375
"61",27.2082007685236,31.183172257454,35.2282583670534
"62",27.2888690444253,31.2816278649994,35.3327028995191
"63",27.3744691928158,31.3776726671404,35.4399196117673
"64",27.4639891196674,31.4735523071629,35.5400419200047
"65",27.5540106955582,31.5748737544557,35.6412068293076
"66",27.6341893894719,31.6787433536678,35.7431180376004
"67",27.7207510625157,31.7823979494379,35.8447456955984
"68",27.8042461786358,31.8843181474889,35.9610643918601
"69",27.8976057983295,31.9809060859126,36.0747018241514
"70",27.9890181858504,32.0878104815077,36.1872587248931
"71",28.0795220577965,32.1932480795508,36.3132094972154
"72",28.1740798179828,32.2981683529211,36.4365651254998
"73",28.2682141639142,32.4067104615021,36.5563576142056
"74",28.3496357123524,32.5137155809719,36.673137950799
"75",28.4320013403326,32.6257634303427,36.7826296212079
"76",28.5227935853186,32.7365547281791,36.9212108083535
"77",28.6183968879308,32.8536953265115,37.0370950980561
"78",28.7150368922974,32.9680632335959,37.1775725707369
"79",28.8092888102299,33.0773959057835,37.3116452661518
"80",28.9050258286459,33.187284512902,37.4423745081877
"81",28.9957108274526,33.3001930576255,37.5740342817824
"82",29.087195941489,33.4207152009747,37.7070590998793
"83",29.2004187541655,33.529409303808,37.8453663709412
"84",29.2871887626785,33.6451328004481,37.9788764843369
"85",29.3819800111261,33.7707050319468,38.1172064886832
"86",29.482321922482,33.8869599320921,38.2544313505142
"87",29.5759756842743,34.002222959275,38.3895704720187
"88",29.6815157865928,34.1231744915192,38.5332177721502
"89",29.7838647844961,34.2433941761282,38.6747868003834
"90",29.8873510138572,34.3670131631159,38.8362162976713
"91",29.9826526821535,34.4901243573328,38.9984379929258
"92",30.0849605187567,34.6125921077454,39.1420124397744
"93",30.1902276710524,34.7373977937669,39.2894735392895
"94",30.2808622909161,34.8616297918953,39.4275823595918
"95",30.3891355571291,34.9816645493097,39.5647349435061
"96",30.4862207416811,35.105122349292,39.6992361611935
"97",30.5840340396819,35.2313905884342,39.8454916982787
"98",30.6871536045812,35.3578136961716,39.9908494891017
"99",30.7805277880484,35.4856352487764,40.1504806513077
"100",30.8803609066496,35.6146714588158,40.3134618861546
"101",30.9828070474134,35.7461526440626,40.463105683223
"102",31.0936633243778,35.8738408959795,40.6264570002538
"103",31.1852605987976,36.0070414308225,40.7832498405041
"104",31.2896267458626,36.1386609828977,40.9519516035586
"105",31.3969912567609,36.2718708089634,41.1260177371159
"106",31.4967181573321,36.4142842112985,41.2801314118654
"107",31.6116370076826,36.5450845042818,41.4518583995997
"108",31.7208599533181,36.6774557356961,41.6266648264995
"109",31.8297646757764,36.8129302425197,41.7899291432108
"110",31.9415483535134,36.9479206563198,41.9603482316107
"111",32.0434873614009,37.0824393432041,42.1150191381247
"112",32.142597603629,37.2241355925833,42.290205870121
"113",32.2445389996336,37.3587874065725,42.4665322857343
"114",32.369183317179,37.4979751672162,42.6459694014452
"115",32.4695179525611,37.6445189092271,42.8475132324186
"116",32.5787018061387,37.7809148364536,43.0268803481765
"117",32.6914263471388,37.9188166084521,43.1938643067123
"118",32.8139153390769,38.0561090655437,43.3674931553103
"119",32.9239892781905,38.1938839185572,43.5377598730276
"120",33.0259166563314,38.332540436008,43.7095083701155
"121",33.8385697977336,39.2047644313256,44.6353851745613
"122",34.9431306844434,40.2443093795046,45.6526388367662
"123",36.0967613079971,41.3695542601076,46.787490261754
"124",37.2529423409825,42.5485981422367,47.9437037139444
"125",38.4836927999085,43.7562050083944,49.1373512152461
"126",39.7259690285179,44.9979222281394,50.3602460493114
"127",40.9830779447803,46.271295732568,51.6117236107546
"128",42.2731398585517,47.5667787918221,52.873302172699
"129",43.6231709906504,48.8837771171034,54.1742262171013
"130",45.0162934456466,50.2112294272266,55.4763042393021
