"2.5CI","Median","97.5CI"
"1",1513.31545094572,1645.46234701243,1785.73383540976
"2",1513.26728853224,1645.40293533952,1785.63710754058
"3",1513.12298746245,1645.21660676539,1785.34697818798
"4",1512.88307222934,1644.89097616588,1784.92352343701
"5",1512.54819700996,1644.49937806696,1784.38574137794
"6",1512.11910539131,1643.94331859916,1783.76382824867
"7",1511.59661951032,1643.33177124716,1783.00338686282
"8",1510.981635404,1642.58316508317,1782.10479476525
"9",1510.23795448286,1641.65387581234,1781.06864835947
"10",1509.47349340865,1640.69484276698,1779.85911809735
"11",1508.59413313364,1639.56064870413,1778.45703867268
"12",1507.61057062961,1638.28392338423,1776.99986626836
"13",1506.54944637231,1636.94892765325,1775.36887492352
"14",1505.53936521467,1635.53355561992,1773.56631109126
"15",1504.21355760731,1634.00408950377,1771.66749282707
"16",1502.85064353755,1632.41947736477,1769.66429972076
"17",1501.40361059965,1630.63949315571,1767.55377623125
"18",1499.81764444626,1628.86480966839,1765.26268869586
"19",1498.22625647639,1626.90804167158,1762.63353032557
"20",1496.63786560629,1624.78335945394,1759.94337348095
"21",1495.07573468602,1622.67772206475,1757.34670101887
"22",1493.35342476419,1620.39869255814,1754.63965889938
"23",1491.58137667006,1618.09441700183,1751.81659705265
"24",1489.64074091426,1615.79431035584,1748.8987375313
"25",1487.68379451281,1613.38755462558,1745.42988604983
"26",1485.66180574862,1610.76871590271,1742.29098303612
"27",1483.58830005363,1608.05878763722,1739.10545201164
"28",1481.68288149856,1605.43446082801,1735.79444802521
"29",1479.67356217123,1602.58724672433,1732.09368428613
"30",1477.47454733334,1599.77313839101,1728.10526841032
"31",1475.20285859489,1596.77092288812,1724.38032212777
"32",1472.77616347429,1593.67267183026,1720.18087610014
"33",1470.1332013115,1590.54510439654,1716.36807607117
"34",1467.74251821268,1587.3593274348,1712.3696903712
"35",1464.85782903532,1584.20842231382,1708.30410208214
"36",1462.05184360091,1580.97439626464,1704.09955214348
"37",1459.50415273423,1577.63340036418,1700.11375091351
"38",1456.53276324857,1574.2310541845,1696.2916389029
"39",1453.66810650272,1570.7062488322,1692.29295254954
"40",1450.8039113502,1567.27854807534,1687.79746425592
"41",1448.03930553099,1563.96734062016,1683.59668192188
"42",1445.34767688437,1560.48058501536,1679.3405052155
"43",1442.41127157265,1556.88368952871,1675.02814905962
"44",1439.48502795049,1553.22129457366,1670.71742958726
"45",1436.3047093705,1549.54297144013,1666.35343279642
"46",1433.22273680122,1545.8341429971,1662.06236012428
"47",1430.04081058129,1542.18784422228,1657.55151228193
"48",1426.8385244299,1538.36938381409,1652.85917887832
"49",1423.66851184319,1534.64425429641,1648.51931535498
"50",1420.60760812255,1530.91939702822,1643.92841407817
"51",1417.52983744306,1527.19785121001,1639.44757668175
"52",1414.08763235768,1523.42058895576,1634.75558780769
"53",1410.60309113659,1519.63116494165,1630.30167027404
"54",1407.46252568933,1515.66500862944,1625.94361273794
"55",1404.12854727795,1511.82804296655,1621.40476275438
"56",1401.05012529828,1507.96706045683,1616.70796761381
"57",1397.61449598021,1504.00428156058,1612.32922048304
"58",1394.13838181098,1500.07771304885,1608.00536606405
"59",1390.67319845934,1496.17386346332,1603.66695939781
"60",1387.51090033653,1492.33143400896,1598.90527643674
"61",1384.42067749391,1488.46791534435,1594.29712832534
"62",1381.30803437919,1484.45646126371,1589.59878265082
"63",1378.15701199279,1480.58287094346,1585.13697438484
"64",1374.67169129465,1476.63571193123,1580.91995857407
"65",1371.18675817869,1472.87454907659,1576.35954535188
"66",1367.65944911787,1469.02203596876,1572.01210789883
"67",1364.31754731939,1465.10703277664,1567.26722796504
"68",1360.86457474327,1461.19354054414,1562.67819640701
"69",1357.41575547918,1457.36489784521,1558.25203342569
"70",1354.05825139028,1453.50851135544,1553.70051621705
"71",1350.96151397862,1449.65403902801,1549.36424983658
"72",1347.49215482903,1445.9447416869,1545.51262055449
"73",1344.08419358543,1442.13207490613,1541.42803315789
"74",1340.74919848647,1438.23362330795,1537.27957317713
"75",1337.5335929609,1434.50237569333,1532.72592480452
"76",1334.30031108386,1430.67200830904,1528.00553324936
"77",1331.02918545581,1426.96982301764,1523.89937744939
"78",1327.49006200353,1423.31331836572,1520.16542243768
"79",1324.14147387352,1419.64667551007,1516.44997574651
"80",1320.76816617786,1416.0358212393,1512.16149558627
"81",1317.86158597595,1412.31848484212,1508.19151289328
"82",1314.69676150701,1408.65948476625,1503.84953401709
"83",1311.63865626384,1404.98315362314,1499.57642888464
"84",1308.46657096185,1401.27416663044,1495.77600466134
"85",1305.30721232757,1397.62701268805,1491.93163875957
"86",1302.00621644754,1394.08070276388,1487.92867931669
"87",1298.86361725528,1390.35570049205,1483.79880326293
"88",1295.6751452379,1386.82976782774,1479.66828900138
"89",1292.56478989024,1383.36377315349,1475.58632352051
"90",1289.463214692,1379.91094900953,1471.5477547798
"91",1286.52310871863,1376.41404866107,1467.85431190569
"92",1283.59668401124,1372.95530987573,1464.07697266051
"93",1280.60137687625,1369.46433052067,1460.62866811664
"94",1277.68476219628,1366.05928694021,1456.92430922719
"95",1274.73825218107,1362.65936787448,1453.6361573857
"96",1271.73746344199,1359.29203370958,1449.82620676008
"97",1268.94503292044,1355.98237292396,1446.00329291476
"98",1265.89675077093,1352.66513332197,1442.21523987606
"99",1263.07919594059,1349.38969356574,1438.69544271388
"100",1260.24047815221,1346.10526708469,1434.94425562469
"101",1257.34224389764,1343.04737194505,1431.28876721942
"102",1254.4288913518,1339.73006819812,1427.57152835471
"103",1251.65735256615,1336.46069337848,1424.18084970227
"104",1248.98784978973,1333.35966289825,1420.83526805905
"105",1246.14255743384,1330.30984182018,1417.21911701138
"106",1243.32062891975,1327.31971806079,1413.88855540251
"107",1240.61379612428,1324.26308656976,1410.58691440776
"108",1237.91457450759,1321.22979471016,1407.52085187243
"109",1235.24829712427,1318.21026226144,1404.26177247434
"110",1232.5682624172,1315.34457536508,1401.23285858457
"111",1229.8684597891,1312.41587681647,1397.77030750866
"112",1227.22880553406,1309.50522333808,1394.73604361413
"113",1224.61216385407,1306.6363709529,1391.62121681845
"114",1222.07268428634,1303.65473768775,1388.76367260478
"115",1219.51324733069,1300.78510354758,1385.5436090694
"116",1216.87860277694,1298.00121947317,1382.29403344577
"117",1214.33120294291,1295.18822808866,1379.43579502392
"118",1211.79297666736,1292.42747426683,1376.49197877698
"119",1209.10513543141,1289.70713463278,1373.51710979215
"120",1206.57299411083,1286.96429444492,1370.45924911155
"121",1203.83547228514,1283.99690246114,1367.28239654455
"122",1200.58318415197,1280.41775716965,1363.45699297339
"123",1196.93880030015,1276.32825044335,1358.74295095754
"124",1192.85759198018,1271.58752332162,1353.35525854839
"125",1188.15298396196,1266.41806694804,1347.50790514677
"126",1182.89992066637,1260.67036602699,1340.90355420977
"127",1177.23974833375,1254.39310470828,1334.18173523184
"128",1171.2018532909,1247.50418445547,1326.98812993526
"129",1164.77782108151,1240.22741494397,1319.0206978212
"130",1157.941815348,1232.68737870642,1310.7548854984
"131",1150.50942150861,1224.60199850936,1301.84382875011
"132",1143.09196642366,1216.08682754494,1292.71362492102
"133",1135.37547828486,1207.26694537564,1283.57201296609
"134",1127.14579083253,1198.13854509713,1273.54112559342
"135",1118.48729972416,1188.90095931226,1263.26258601336
"136",1109.68126575206,1179.40154449695,1252.84303923327
"137",1100.61067488466,1169.65964386004,1242.12267519356
"138",1091.29449446923,1159.7167717651,1231.05868275099
"139",1081.70293977439,1149.46781369534,1219.8781456477
"140",1072.44833502378,1139.22076670198,1208.54558458793
"141",1063.03650297402,1128.81626158287,1197.2655157196
"142",1053.36520004347,1118.37452588255,1186.02711833319
"143",1043.36063866569,1107.75820611907,1174.68669991474
"144",1033.60780996219,1097.14963810133,1163.30518585016
"145",1023.88566735555,1086.57497385887,1151.93217681712
"146",1013.96583445271,1075.98779103951,1140.6505294337
"147",1004.14508407245,1065.52523427509,1129.30328565492
"148",994.37866765861,1055.17088440545,1118.02480243612
"149",984.851729626695,1044.71840335009,1106.68322779099
"150",975.118668075996,1034.45056714274,1095.45011225311
"151",965.505299567921,1024.25351984083,1084.29856474323
"152",956.056630845643,1014.14579090465,1073.53596403999
"153",947.000921721229,1004.31367612982,1063.23259246843
"154",938.157837504938,994.795177738505,1053.06705637219
"155",929.507336643452,985.461093140705,1043.01677820974
"156",921.088128273618,976.471835595682,1033.36148236637
"157",913.130353965845,967.787869748176,1023.89529578142
"158",905.139329488447,959.28490522728,1014.87170764882
"159",897.447139506997,951.133784481732,1006.07381169647
"160",890.289566203852,943.247362047658,997.401588330559
"161",883.259534253721,935.603333532512,989.208128464604
"162",876.61345371554,928.208080689713,981.132409929562
"163",870.286068630337,921.114454665347,973.423171697223
"164",864.167813711515,914.251328586561,965.923096214224
"165",858.154807458217,907.719676904483,958.742827052175
"166",852.34421139999,901.430990800106,951.773187395721
"167",846.676171283598,895.367070453633,945.128557595431
"168",841.479502691317,889.511805943752,938.759460349382
"169",836.64706505071,883.870080774947,932.581172127965
"170",831.791851812841,878.478924273267,926.63843366369
"171",827.029446762261,873.276269458237,920.892802470207
"172",822.588756865929,868.271585178292,915.26971723106
"173",818.260805018437,863.48153257315,909.893426804567
"174",814.24584415767,858.87318404258,904.761853756892
"175",810.238078192261,854.463597282486,899.835111022043
"176",806.40751707874,850.249579530117,895.044616279754
"177",802.829723810711,846.249875530468,890.514441215147
"178",799.248573329285,842.361634005509,886.244676311083
"179",796.034744681994,838.589501184765,882.143565236526
"180",792.852288752984,835.032459694105,878.048702172168
"181",789.845660938987,831.591850689965,874.283661291775
"182",786.84155894941,828.324775342331,870.588634291331
"183",784.033158591987,825.171059036008,866.905655473413
"184",781.538718135774,822.132778023292,863.461176367888
"185",778.952766049977,819.220070524985,860.019082665334
"186",776.622835592754,816.441411877291,856.946832969636
"187",774.357413772191,813.806113132471,854.165335930536
"188",772.049602933668,811.252508336626,851.291447050029
"189",770.006205079347,808.782005365607,848.442703668956
"190",767.963095902214,806.347527905844,845.734198863167
"191",766.002193942363,804.075942798212,843.402013769741
"192",764.014039551859,801.868683680924,840.852737267216
"193",762.164945258695,799.699188364006,838.493869061305
"194",760.291071118132,797.661543056603,836.276085740695
"195",758.640857765307,795.704875030021,833.996170914777
"196",757.075961945657,793.834851095975,831.87074390376
"197",755.493891003009,792.059642446974,829.939070578496
"198",754.081263103176,790.402257467382,827.91600949791
"199",752.641719028634,788.706867803968,826.032901151476
"200",751.28070614737,787.069812478666,824.090901671727
"201",749.821966444934,785.529950542351,822.37764153943
"202",748.605893561782,784.038871027684,820.865639311541
"203",747.276055443111,782.719366731654,819.261335363277
