"2.5CI","Median","97.5CI"
"1",1555.48493789254,1647.95542117411,1744.17763702867
"2",1555.45979595726,1647.92083820104,1744.12500143681
"3",1555.38419321063,1647.81600214241,1743.9672625992
"4",1555.25800304618,1647.62090194075,1743.70502296984
"5",1555.08197058495,1647.33937585842,1743.33900524368
"6",1554.82844464325,1646.97432494687,1742.93212631464
"7",1554.41572802103,1646.51110226872,1742.40832236614
"8",1553.93027174804,1645.98545689163,1741.65510233656
"9",1553.38141935164,1645.4280596051,1740.86753965731
"10",1552.87665817286,1644.77812706407,1740.07633932103
"11",1552.39799427508,1644.05138494039,1739.28924475217
"12",1551.67108637948,1643.33515631913,1738.42187890086
"13",1550.96741458568,1642.45981692695,1737.47577444104
"14",1550.30349682101,1641.54360888633,1736.45475609234
"15",1549.6205677921,1640.47837915697,1735.21571789911
"16",1548.92158635384,1639.33971437011,1733.7518860652
"17",1548.10596077512,1638.1145088099,1732.36782834637
"18",1547.08448565297,1636.88515814558,1730.84242476984
"19",1545.86563565823,1635.60063224647,1729.30915110421
"20",1544.83243878064,1634.17147245305,1727.66677269314
"21",1543.74979554668,1632.6522190193,1725.81090675786
"22",1542.41496378882,1631.18272987702,1723.87575169651
"23",1541.16674870277,1629.62901157862,1721.85961256058
"24",1539.93092797232,1627.9835054842,1719.76086834722
"25",1538.58590976419,1626.27484809895,1717.59237728729
"26",1537.17839646326,1624.46500052876,1715.550446196
"27",1535.6108373389,1622.63126590663,1713.2855286592
"28",1534.14589604808,1620.78414953389,1711.10062400984
"29",1532.60665480016,1618.81691239689,1708.68561778389
"30",1530.87579185819,1616.77624752155,1706.18303290638
"31",1529.22874593723,1614.7600371802,1703.72203594583
"32",1527.57475558116,1612.69344385785,1701.17361051711
"33",1525.8164512496,1610.64381461651,1698.70544525055
"34",1524.10823327222,1608.45869379873,1696.21408549068
"35",1522.16666736042,1606.26548038448,1693.34887020406
"36",1520.06162916885,1603.96150161287,1690.64722845147
"37",1518.1292547541,1601.57786485791,1687.66574356799
"38",1516.0764335722,1599.07323024874,1684.93952277374
"39",1514.0090172778,1596.66613646684,1682.13481050648
"40",1511.79096855263,1594.13459781413,1679.1451946291
"41",1509.86743376471,1591.59575519212,1676.25021194626
"42",1507.7314953488,1589.04667305077,1673.10260470105
"43",1505.63525102523,1586.53467537571,1670.08492207997
"44",1503.44690338272,1583.96433573442,1666.99339543079
"45",1501.48759121565,1581.33716350451,1663.98019428943
