"2.5CI","Median","97.5CI"
"1",22.4791018122935,26.867744696049,31.5318888325869
"2",23.0048621754205,27.3588618253967,31.9492163928659
"3",23.6274521090151,27.9493871505236,32.4549600190222
"4",24.299329919136,28.5638310234349,32.9992588311387
"5",24.9460701236834,29.1982571739594,33.5643942863291
"6",25.6385557357554,29.8476806114544,34.1963109595118
"7",26.3080789289256,30.515790095202,34.8172373763955
"8",26.9817712071214,31.1837833844384,35.464699270145
"9",27.6866386753166,31.8522787167502,36.0987212823151
"10",28.3535830730649,32.5358159728541,36.7543473852758
"11",29.0236049752053,33.2043884176158,37.4028577050001
"12",29.6774555963926,33.8732801197371,38.0614712798548
"13",30.348004874875,34.5495680456614,38.7577375562802
"14",30.9975435589115,35.2185895408008,39.420558517788
"15",31.6509254750194,35.8861618419846,40.126722308665
"16",32.3172879367771,36.5543284746316,40.7981299670723
"17",32.9619697882135,37.2169843524857,41.4652606148218
"18",33.5977544412883,37.874141766138,42.1490675210663
"19",34.2240594960634,38.5287050815214,42.806055428447
"20",34.8512774917637,39.1783132554709,43.49463618916
"21",35.4757901777936,39.8212302162626,44.1740804210758
"22",36.0766374313117,40.4664456242464,44.8505910794628
"23",36.6685334947937,41.1041736853132,45.519387982021
"24",37.2757485964013,41.7389054786762,46.1862922513342
"25",37.8659826437883,42.3685394886875,46.8559342656504
"26",38.4612634368167,42.9815970744751,47.5391543393061
"27",39.0173005879087,43.6054211417539,48.2240741319949
"28",39.588363654544,44.2180568952364,48.8719538934337
"29",40.1549821837565,44.8262659862584,49.5483019599643
"30",40.7167909340501,45.4305268085064,50.2001314813563
"31",41.2618636831543,46.03846128267,50.8744596230228
"32",41.8310914526246,46.6322800508304,51.5156223694828
"33",42.3646617235933,47.2207447825555,52.143403258601
"34",42.8969541017417,47.8040492417765,52.8119858796867
"35",43.4393897926514,48.3959292089751,53.4287755497576
"36",43.9844520245889,48.9690479864968,54.0498446116759
"37",44.508260212781,49.5448886581103,54.6977419497788
"38",45.0423901262416,50.1171122640432,55.3221931744583
"39",45.5672798512967,50.6783412168025,55.9329331132341
"40",46.0784726302978,51.242395245848,56.5687117611765
"41",46.5753804846497,51.8025308434049,57.1879163599195
"42",47.0645542851238,52.3462813540145,57.8079929942818
"43",47.5606722732843,52.8918527783193,58.4201988290099
"44",48.0689205363814,53.43790184045,59.0257108855473
"45",48.551884831165,53.9821645247908,59.6112406063639
"46",49.0110538608068,54.5151156642793,60.184854791432
"47",49.4831082483437,55.038428269189,60.7855453346679
"48",49.9515992595994,55.5630287985051,61.3842901804933
"49",50.4162895975937,56.0870778014228,61.9975231368404
"50",50.8815959207392,56.6036984385157,62.5751216759252
"51",51.353064680408,57.114685098718,63.1397623213678
"52",51.8211665253448,57.628415517968,63.7140930397556
