"2.5CI","Median","97.5CI"
"235",1093.64332767982,1174.21319512189,1257.84336883457
"236",1088.39063479363,1168.0175831674,1251.13527349749
"237",1083.06212650701,1161.81119959798,1243.88171655044
"238",1077.42176424955,1155.39141883661,1236.42798460658
"239",1071.46712528733,1148.6917475533,1228.86322917071
"240",1066.01456509327,1141.88859936084,1221.55148826978
"241",1060.12339911492,1135.30682807535,1214.29383270355
"242",1054.61356917669,1129.28413974407,1207.35392669319
"243",1049.60473710563,1123.76794366109,1200.90664097529
"244",1044.97070892501,1118.66604314368,1195.11422859125
"245",1040.71625462097,1113.83777819298,1189.86773672797
"246",1036.72038388317,1109.47478159572,1185.12320498993
"247",1033.12522640186,1105.47143879056,1180.86823691578
"248",1029.64346704561,1101.84787749472,1177.00071357179
"249",1026.63500381634,1098.54190713625,1173.22825502808
"250",1023.88943533641,1095.5192174888,1170.11851958917
"251",1021.33701146355,1092.85099448377,1167.11397924245
"252",1019.05757573183,1090.36372467254,1164.60700134537
"253",1017.02936998523,1088.1562327532,1162.31693156758
"254",1015.25283535901,1086.30176379642,1160.19590504219
"255",1013.63742208875,1084.63734419113,1158.30784526637
"256",1012.22551661415,1083.17175815791,1156.71494787486
"257",1010.96137906393,1081.89476791833,1155.38757708752
"258",1009.94701553192,1080.81507052499,1154.48813149285
"259",1009.0418450598,1080.04128132855,1153.66155111558
"260",1008.32939663445,1079.31413493641,1153.01033641341
"261",1007.75108061159,1078.74972778004,1152.63513397607
"262",1007.10112303867,1078.28815705546,1152.36012894081
"263",1006.74117567707,1078.01638306458,1152.23998778627
"264",1006.48999830625,1077.85753036585,1152.29322146602
"265",1006.35560177811,1077.8308143985,1152.66698064276
"266",1006.3590564928,1077.88856921968,1152.8832846035
"267",1006.16061143847,1078.11600925034,1153.63681549141
"268",1006.26307071332,1078.40732690368,1154.44226752198
"269",1006.53032515654,1078.74670518216,1155.35217352475
"270",1006.9372645194,1079.20964020215,1156.17098083578
"271",1007.2355834535,1079.86823880307,1156.82720594289
"272",1007.72649265633,1080.55703021852,1157.30152082337
"273",1007.96666618301,1081.23813065076,1158.29574203519
"274",1008.59498483069,1081.97525943407,1159.163974334
"275",1009.29113079655,1082.85274223369,1160.3733339553
"276",1010.40664823005,1083.73041360675,1161.98599920716
"277",1011.20029578168,1084.70114773246,1163.01515324233
"278",1012.21122982831,1085.71758656306,1164.49304730312
"279",1012.90685003894,1086.8295331337,1165.84339050741
"280",1013.58627822554,1088.01226163904,1167.65825146145
"281",1014.65412141818,1089.16013514532,1169.25344566227
"282",1015.56741680797,1090.45367344002,1170.87559027393
"283",1016.56210578454,1091.68429825986,1172.67616722064
"284",1017.63623671698,1093.00713498031,1174.17436204353
"285",1018.71640201927,1094.37828654719,1175.65530525794
"286",1019.82838290378,1095.66519068209,1177.31470792622
"287",1021.00858487634,1097.03705317391,1178.91257607082
"288",1022.07682733232,1098.41784724402,1180.60243276016
"289",1022.98124567214,1099.83572447925,1182.33922493805
"290",1024.18623733266,1101.33970718831,1184.14048019274
"291",1025.29872691097,1102.83042471852,1186.02339740555
"292",1026.50334194931,1104.2667348628,1187.8759169379
"293",1027.76137285067,1105.77703106324,1189.78272616112
"294",1029.08369900183,1107.26428763875,1191.41302236636
"295",1030.38145129467,1108.67719830971,1193.24356554516
"296",1031.72191298954,1110.17038388215,1195.05092073032
"297",1032.93339171236,1111.79301040522,1196.83263488685
"298",1034.21568026291,1113.31478037049,1198.67312416363
"299",1035.53550258351,1114.85395299965,1200.72562863137
"300",1036.86710479268,1116.41419162161,1202.50160484411
"301",1038.1595448212,1117.96673035117,1204.24081200642
"302",1039.50262024717,1119.62580489115,1206.11850917173
"303",1040.69774086624,1121.15574745942,1208.07417357075
"304",1041.97917688991,1122.73712297707,1210.01394274469
"305",1043.25497766684,1124.30569408556,1211.9623901221
"306",1044.60052432388,1125.89519288956,1213.77947765217
"307",1045.94111699715,1127.48503640827,1215.57152778076
"308",1047.26289327231,1129.07337107193,1217.40171010764
"309",1048.61530829095,1130.60321067218,1219.25226752062
"310",1049.96113050124,1132.15112945333,1221.12183170241
"311",1051.09535212986,1133.71203804321,1222.96530480208
"312",1052.43244052764,1135.26642401729,1224.71147344842
"313",1053.72567329623,1136.80754774427,1226.638646715
"314",1054.9654400937,1138.2666318167,1228.45911113969
"315",1056.20105559601,1139.81131452801,1230.21818673544
"316",1057.46055651886,1141.32551828418,1231.96509460113
"317",1058.7923530929,1142.88998495224,1233.70544679151
"318",1060.06523636902,1144.42838585328,1235.45587748022
"319",1061.30847383697,1145.89501248119,1237.32602262551
"320",1062.61951082518,1147.42155889478,1239.1837387599
"321",1063.92273421744,1148.89499551039,1240.88108093235
"322",1065.248540388,1150.36086670308,1242.56388514202
"323",1066.51052619846,1151.82473830299,1244.23631238192
"324",1067.70861937577,1153.25473734568,1245.89485732608
"325",1068.94549664906,1154.70694463849,1247.54261909154
"326",1070.26507536031,1156.16168780733,1249.19010185735
"327",1071.54667343238,1157.61139657762,1250.82001086909
"328",1072.70999090861,1159.00215578609,1252.42790609701
"329",1073.86074822498,1160.40182513354,1254.03620855222
"330",1075.08048523007,1161.81189574717,1255.6332363103
"331",1076.10643022704,1163.02126509661,1257.02353680787
"332",1076.81911677077,1163.88406300337,1258.03494241731
"333",1077.21265871267,1164.37560295207,1258.69004641451
"334",1077.3058483906,1164.54810143852,1258.95859511433
"335",1076.97225028122,1164.327538846,1258.63055755122
"336",1076.5844605132,1163.7943256238,1258.26839683452
"337",1075.84746754053,1162.94616635631,1256.99361304442
"338",1074.82809411687,1161.76496353083,1255.67990598965
"339",1073.48505447778,1160.23962290159,1253.81161569648
"340",1072.06853853387,1158.37822651805,1251.65657561429
"341",1070.12515775409,1156.27532324226,1249.0024617619
"342",1068.08670910562,1153.9176133719,1246.00686577133
"343",1065.66964429269,1151.18003524497,1242.81371232603
"344",1063.29125827686,1148.04301442866,1239.18054658947
"345",1060.63452046188,1144.754249374,1235.48088346515
"346",1057.54134490673,1141.27816249511,1231.54505986225
"347",1054.36513608109,1137.54227968072,1227.22951109927
"348",1050.62680041839,1133.54938297259,1222.40866355124
"349",1047.15146738593,1129.19943023222,1217.46582175784
"350",1043.19376727336,1124.56032883752,1212.25350202162
"351",1039.0529685323,1119.86245067528,1206.3396074687
"352",1034.8194172891,1114.92409685466,1200.5621186471
"353",1030.57218307689,1109.85109632047,1194.62036677182
"354",1025.90011470309,1104.75960156619,1188.42501547382
"355",1020.99467400405,1099.35752477767,1182.15631542176
"356",1016.46202241515,1093.65607495443,1175.89167318227
"357",1011.50593060504,1087.92540654941,1169.4908829507
"358",1006.37780438096,1082.1269184376,1162.65140530094
"359",1000.76637715011,1076.13634990448,1155.51642850677
"360",995.702759814243,1070.06616976468,1148.69905810905
"361",990.399219507191,1064.08566786516,1142.16023818541
"362",985.486480848683,1058.52683154751,1135.98275083272
"363",980.836969120078,1053.62655328287,1130.51598137795
"364",976.824706190366,1049.04912694198,1125.37734997857
"365",973.141137842546,1044.89201067586,1120.68624515985
"366",969.917054575891,1041.04553724574,1116.51278373102
"367",966.812112937113,1037.5460353797,1112.63884142915
"368",963.991157260958,1034.39292777392,1109.31007273788
"369",961.440037525975,1031.61750053569,1106.21708811203
"370",959.177396404716,1029.09671336609,1103.54335501816
"371",957.087573601559,1026.87024220609,1101.17261203194
"372",955.364536882694,1024.912363635,1099.22841465989
"373",953.916179470223,1023.2197675148,1097.50985114385
"374",952.488578207109,1021.74605563567,1096.07549136354
"375",951.389852497173,1020.52890495994,1094.92882020438
"376",950.295390189673,1019.54340170745,1093.94476921972
"377",949.345740905054,1018.75554372831,1093.18075823934
"378",948.545132581448,1018.15191434329,1092.57124266055
"379",948.050716906739,1017.78696524096,1092.47168369826
"380",947.709296843785,1017.58496540609,1092.505673486
"381",947.532021497134,1017.42183220375,1092.58971281286
"382",947.467465435666,1017.43814914449,1092.68635912095
"383",947.546979575173,1017.59379910823,1092.92351911578
"384",947.740053486695,1017.99183918771,1093.41720379662
"385",948.052113794988,1018.38984635324,1094.12806273094
"386",948.413337166892,1019.05704417557,1095.09751677614
"387",948.900146607278,1019.73143886393,1096.19529020516
"388",949.477277312432,1020.46393014142,1097.18533123404
"389",950.195766904669,1021.34820353535,1098.24156935759
"390",950.870909940747,1022.23286889539,1099.67580576625
"391",951.864386935298,1023.38862643774,1101.00801962615
"392",952.577401860889,1024.44286661429,1102.41268708844
"393",953.66397730222,1025.61521068099,1103.86128644519
"394",954.714442106296,1026.85774489809,1105.42964117864
"395",955.872743793446,1028.22063170085,1107.13840229618
"396",956.946028235574,1029.64256137461,1108.93828245202
"397",958.138005215088,1031.07799842659,1110.54031390187
"398",959.180267120185,1032.58405236838,1112.17720059075
"399",960.496221974427,1034.06927502689,1114.07109054519
"400",961.63458381702,1035.61715444843,1115.91354017632
"401",962.964375552428,1037.26533237959,1117.85949191382
"402",964.333924901322,1038.94565889965,1119.92428201578
"403",965.666772364957,1040.58395047006,1121.8040327223
"404",967.115212423104,1042.31031180784,1123.847393574
"405",968.494163049865,1044.06476715162,1125.6476889318
"406",970.009295179267,1045.80057705718,1127.59891138734
"407",971.504747074656,1047.60949131044,1129.5701650296
"408",972.883788982646,1049.32700127299,1131.76502791804
"409",974.228971924786,1051.12384534431,1134.18331473569
"410",975.682453303946,1053.01091905675,1136.52080334578
"411",977.283160364756,1054.90812211624,1138.6473291715
"412",978.812652933554,1056.77523638521,1140.94247243529
"413",980.43042662911,1058.81352260002,1142.94629320632
"414",982.135958193262,1060.69052813138,1145.16611315106
"415",983.82881302778,1062.599346175,1147.43617050009
"416",985.512694039281,1064.48631065606,1149.70118568065
"417",987.212064377856,1066.37933339499,1151.77367281988
"418",988.900495475997,1068.30236946587,1154.06053402608
"419",990.598463911247,1070.23109159497,1156.34322117937
"420",992.349539964618,1072.090651788,1158.46944982264
"421",993.880185415642,1074.09283247166,1160.78496935682
"422",995.571460718834,1076.01297366292,1162.81289655607
"423",997.432267031942,1077.81080300107,1164.98403496329
"424",999.094347539666,1079.82860695736,1167.05561299308
"425",1000.80640631374,1081.78355932626,1169.55054232594
"426",1002.49100232533,1083.69157426267,1171.87128165053
"427",1004.11205939577,1085.54742096811,1173.96267402616
"428",1005.77467730624,1087.45715049368,1176.04101393475
"429",1007.51686854973,1089.40398286092,1178.21975060296
"430",1009.07835627369,1091.22736063702,1180.40808470549
"431",1010.73601480694,1093.13311001819,1182.57142146186
"432",1012.40334245984,1095.01056416286,1184.82663901891
"433",1014.01498787543,1096.85866293217,1187.04160207561
"434",1015.6461659424,1098.71797445022,1189.15457507498
"435",1017.27475298113,1100.55991096424,1191.32230482398
"436",1018.87469872083,1102.34488663377,1193.48588058303
"437",1020.44294006431,1104.15377800757,1195.55682667149
"438",1022.14741745399,1105.96323352809,1197.61954766936
"439",1023.85226522397,1107.72780597851,1199.62276863937
"440",1025.51164561424,1109.56131434809,1201.72655923233
"441",1026.9654286399,1111.3104710255,1203.81015713454
"442",1028.40019173496,1113.0585182587,1205.75664950079
"443",1029.94603649036,1114.81248599579,1207.68784163501
"444",1031.50041527355,1116.59277486318,1209.63881544811
"445",1033.0481891288,1118.33976556511,1211.57117303354
"446",1034.54597027339,1120.16358778902,1213.52079856146
"447",1036.11327421084,1121.82953600309,1215.45886381441
"448",1037.47943567484,1123.57130374762,1217.38543317557
"449",1039.04130256234,1125.30089589396,1219.29908961246
"450",1040.59788719197,1126.98697328714,1221.1996504439
"451",1041.95764934004,1128.48671407629,1222.90616023665
"452",1042.94088771018,1129.603591681,1224.23738010315
"453",1043.55442106794,1130.35710923351,1225.01154631113
"454",1043.85091588809,1130.78193390741,1225.23652657825
"455",1043.69500853209,1130.85240927827,1225.32703527806
"456",1043.45819158445,1130.57964157097,1225.04201822538
"457",1043.07379725539,1130.01161770573,1224.1281005277
"458",1042.42374367234,1128.96702392947,1223.0650792933
"459",1041.46079371436,1127.71900435574,1221.78631484202
"460",1039.76877109559,1126.10502506683,1219.69044238343
"461",1038.15639058458,1124.06864106552,1217.39775647722
"462",1036.28418207183,1121.83672522417,1214.76811499018
"463",1034.22608020669,1119.37816155798,1211.56058893965
"464",1031.79135057427,1116.58587399838,1208.11568331542
"465",1029.18700272186,1113.57687921034,1204.92501630307
"466",1026.11826353943,1110.33139379827,1200.68216801485
"467",1023.29019895152,1106.81794337112,1196.33215576689
"468",1020.06044637471,1103.11155440326,1192.19545228436
"469",1016.60357735889,1098.95144371601,1187.74368868259
"470",1013.05775429826,1094.61077330761,1182.64140566726
"471",1009.12190204214,1090.19088502294,1177.63980045659
"472",1005.13778663605,1085.46891031084,1172.08085678679
"473",1001.20222734977,1080.53335112151,1166.72323192228
"474",996.707510700794,1075.56809101095,1160.8875403596
"475",992.322357216081,1070.1611303896,1154.60958335176
"476",987.474266408807,1064.75394067591,1148.19884462181
"477",982.590095479684,1059.23013263081,1141.50198219101
"478",977.838194208307,1053.51129465852,1135.24371480867
"479",972.793733411516,1047.75775771204,1128.81571888325
"480",967.635423902204,1042.01489487845,1122.37437717978
"481",962.724445898678,1036.19684671069,1115.9054374221
"482",958.176010999928,1030.97340087359,1110.10264398149
"483",953.887546264051,1026.17606821652,1104.56308440235
"484",949.98111442923,1021.89835627349,1099.51887871319
"485",946.350306778252,1017.83706182744,1095.09358153908
"486",943.006042216544,1014.23997984632,1091.12787216249
"487",939.996908462653,1010.98203661804,1087.55664802797
"488",937.437244638847,1008.10505126647,1084.4106326922
"489",935.042953053481,1005.49595464968,1081.60162779193
"490",933.039076780268,1003.21638699917,1079.13175370973
"491",931.154248063505,1001.18402935866,1076.9791071036
"492",929.635351932537,999.438783249043,1075.13322544183
"493",928.114454576398,997.961963029916,1073.61175461866
"494",926.823476825618,996.71072857456,1072.36434335761
"495",925.89947145228,995.675645838036,1071.31686714207
"496",925.167389305983,994.901084464333,1070.46287379396
"497",924.616237538409,994.338624583586,1069.81220549904
"498",924.23595649038,993.98295191329,1069.36778538619
"499",923.91600071723,993.758288562654,1069.20067878681
"500",923.607953000566,993.598706505109,1069.48623318986
"501",923.576077012488,993.637227552932,1069.61294965647
"502",923.800050820023,993.884381071375,1069.85207151129
"503",924.163361991337,994.277247785005,1070.24666218707
"504",924.48785609396,994.693714233487,1071.0485816751
"505",925.019751383016,995.362934077738,1071.99367416678
"506",925.54480077987,996.049230544202,1072.92477434044
"507",926.190938552256,996.974710731569,1073.95493808204
"508",926.812601044656,997.858598733693,1075.13265068441
"509",927.594040800797,998.831061836019,1076.44837755873
"510",928.564372260561,999.980844554506,1077.83728524423
"511",929.630725684742,1001.16829493744,1079.11909133247
"512",930.711700781573,1002.50651280418,1080.74264125136
"513",931.870548685366,1003.80500488638,1082.19375335748
"514",933.082382532203,1005.20929399023,1084.09866933774
"515",934.221363045799,1006.80267304833,1085.92362155468
"516",935.504121495419,1008.32063680712,1087.79278843049
"517",936.841553217599,1009.93780593407,1089.98070070194
"518",938.154205935699,1011.55230722912,1091.76724473433
"519",939.658628201476,1013.26465421935,1094.16370119357
"520",941.129418643347,1014.93294654997,1096.25673791822
