Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,1350.06666666667,1,0,0.5,0
178.133333333333,1350.06666666667,1,0,0,50
208.133333333333,1350.06666666667,1,0,0.5,0
388.133333333333,1350.06666666667,1,0,0,50
418.133333333333,1350.06666666667,1,0,0.5,0
598.133333333333,1350.06666666667,1,0,0,50
628.133333333333,1350.06666666667,1,0,0.5,0
808.133333333333,1350.06666666667,1,0,0,50
838.133333333333,1350.06666666667,1,0,0.5,0
1018.13333333333,1350.06666666667,1,0,0,50
1048.13333333333,1350.06666666667,1,0,0.25,20
