Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,960.016666666667,1,0,0.5,0
88.4283333333333,960.016666666667,1,0,0,50
118.428333333333,960.016666666667,1,0,0.5,0
208.433333333333,960.016666666667,1,0,0,50
238.433333333333,960.016666666667,1,0,0.5,0
328.433333333333,960.016666666667,1,0,0,50
358.433333333333,960.016666666667,1,0,0.5,0
448.433333333333,960.016666666667,1,0,0,50
478.433333333333,960.016666666667,1,0,0.5,0
568.433333333333,960.016666666667,1,0,0,50
598.433333333333,960.016666666667,1,0,0.5,0
688.433333333333,960.016666666667,1,0,0,50
718.433333333333,960.016666666667,1,0,0.25,20
