Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
335.05,840.066666666667,1,0,0.5,0
340.066666666667,840.066666666667,1,0,0.5,0
345.05,840.066666666667,1,0,0.5,0
350.066666666667,840.066666666667,1,0,0.5,0
355.05,840.066666666667,1,0,0.5,0
360.05,840.066666666667,1,0,0.5,0
365.05,840.066666666667,1,0,0.5,0
370.066666666667,840.066666666667,1,0,0.5,0
375.05,840.066666666667,1,0,0.5,0
380.05,840.066666666667,1,0,0.5,0
385.066666666667,840.066666666667,1,0,0.5,0
390.066666666667,840.066666666667,1,0,0.5,0
395.066666666667,840.066666666667,1,0,0.5,0
400.05,840.066666666667,1,0,0.5,0
405.066666666667,840.066666666667,1,0,0,0
410.05,840.066666666667,1,0,0,0
415.05,840.066666666667,1,0,0.5,0
420.05,840.066666666667,1,0,0,0
425.066666666667,840.066666666667,1,0,0.5,0
430.05,840.066666666667,1,0,0.5,0
435.05,840.066666666667,1,0,0,0
440.05,840.066666666667,1,0,0.5,0
445.05,840.066666666667,1,0,0.5,0
450.05,840.066666666667,1,0,0.5,0
455.066666666667,840.066666666667,1,0,0.5,50
460.05,840.066666666667,1,0,0.5,50
465.05,840.066666666667,1,0,0.5,50
470.05,840.066666666667,1,0,0,50
475.066666666667,840.066666666667,1,0,0,50
480.05,840.066666666667,1,0,0,50
485.05,840.066666666667,1,0,0,50
490.05,840.066666666667,1,0,0,50
495.05,840.066666666667,1,0,0,50
500.066666666667,840.066666666667,1,0,0,50
505.05,840.066666666667,1,0,0.5,50
510.05,840.066666666667,1,0,0,0
515.05,840.066666666667,1,0,0.5,50
520.066666666667,840.066666666667,1,0,0.5,0
525.066666666667,840.066666666667,1,0,0.5,0
530.05,840.066666666667,1,0,0.5,0
535.066666666667,840.066666666667,1,0,0.5,0
540.05,840.066666666667,1,0,0.5,0
545.066666666667,840.066666666667,1,0,0.5,0
550.05,840.066666666667,1,0,0,0
555.066666666667,840.066666666667,1,0,0,0
560.05,840.066666666667,1,0,0,0
565.05,840.066666666667,1,0,0,0
570.066666666667,840.066666666667,1,0,0.5,0
575.066666666667,840.066666666667,1,0,0.5,0
580.05,840.066666666667,1,0,0.5,0
585.05,840.066666666667,1,0,0.5,0
590.066666666667,840.066666666667,1,0,0.5,0
595.066666666667,840.066666666667,1,0,0.5,0
600.05,840.066666666667,1,0,0.5,0
605.066666666667,840.066666666667,1,0,0.5,0
610.066666666667,840.066666666667,1,0,0.5,0
615.066666666667,840.066666666667,1,0,0.5,0
620.066666666667,840.066666666667,1,0,0.5,0
625.05,840.066666666667,1,0,0.5,0
630.05,840.066666666667,1,0,0.5,0
635.066666666667,840.066666666667,1,0,0.5,0
640.066666666667,840.066666666667,1,0,0,0
645.05,840.066666666667,1,0,0.5,0
650.066666666667,840.066666666667,1,0,0,0
655.05,840.066666666667,1,0,0.5,0
660.05,840.066666666667,1,0,0,0
665.05,840.066666666667,1,0,0,0
670.066666666667,840.066666666667,1,0,0.5,0
675.066666666667,840.066666666667,1,0,0.5,50
680.05,840.066666666667,1,0,0.5,0
685.05,840.066666666667,1,0,0,50
690.05,840.066666666667,1,0,0,50
695.05,840.066666666667,1,0,0,50
700.05,840.066666666667,1,0,0,50
705.066666666667,840.066666666667,1,0,0,50
710.066666666667,840.066666666667,1,0,0,50
715.066666666667,840.066666666667,1,0,0,50
720.05,840.066666666667,1,0,0,50
725.066666666667,840.066666666667,1,0,0,50
730.05,840.066666666667,1,0,0,0
735.066666666667,840.066666666667,1,0,0.5,0
740.05,840.066666666667,1,0,0.5,0
745.066666666667,840.066666666667,1,0,0.5,0
750.05,840.066666666667,1,0,0.5,0
755.066666666667,840.066666666667,1,0,0.5,0
760.066666666667,840.066666666667,1,0,0,0
765.05,840.066666666667,1,0,0.5,0
770.066666666667,840.066666666667,1,0,0,0
775.05,840.066666666667,1,0,0,0
780.05,840.066666666667,1,0,0.5,0
785.066666666667,840.066666666667,1,0,0.5,0
790.066666666667,840.066666666667,1,0,0,0
795.066666666667,840.066666666667,1,0,0.5,0
800.05,840.066666666667,1,0,0.5,0
805.066666666667,840.066666666667,1,0,0.5,0
810.083333333333,840.066666666667,1,0,0.5,0
815.05,840.066666666667,1,0,0.5,0
820.066666666667,840.066666666667,1,0,0.5,0
825.066666666667,840.066666666667,1,0,0.5,0
830.066666666667,840.066666666667,1,0,0,0
835.066666666667,840.066666666667,1,0,0.5,0
