Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,840.066666666667,1,0,0,50
5.05,840.066666666667,1,0,0,50
10.05,840.066666666667,1,0,0,50
15.0666666666667,840.066666666667,1,0,0,50
20.0666666666667,840.066666666667,1,0,0,50
25.05,840.066666666667,1,0,0,50
30.05,840.066666666667,1,0,0,50
35.05,840.066666666667,1,0,0,50
40.05,840.066666666667,1,0,0,50
45.0666666666667,840.066666666667,1,0,0,50
50.05,840.066666666667,1,0,0,50
55.05,840.066666666667,1,0,0,50
60.05,840.066666666667,1,0,0,50
65.0833333333333,840.066666666667,1,0,0,50
70.05,840.066666666667,1,0,0,50
75.0666666666667,840.066666666667,1,0,0.5,50
80.0666666666667,840.066666666667,1,0,0,0
85.05,840.066666666667,1,0,0.5,50
90.0833333333333,840.066666666667,1,0,0.5,50
95.05,840.066666666667,1,0,0.5,50
100.05,840.066666666667,1,0,0.5,50
105.05,840.066666666667,1,0,0.5,50
110.066666666667,840.066666666667,1,0,0.5,50
115.05,840.066666666667,1,0,0,0
120.05,840.066666666667,1,0,0,0
125.066666666667,840.066666666667,1,0,0,0
130.066666666667,840.066666666667,1,0,0,0
135.066666666667,840.066666666667,1,0,0,0
140.05,840.066666666667,1,0,0.5,0
145.05,840.066666666667,1,0,0,0
150.05,840.066666666667,1,0,0.5,0
155.066666666667,840.066666666667,1,0,0,0
160.066666666667,840.066666666667,1,0,0.5,0
165.05,840.066666666667,1,0,0,0
170.05,840.066666666667,1,0,0.5,0
175.05,840.066666666667,1,0,0.5,0
180.05,840.066666666667,1,0,0.5,0
185.05,840.066666666667,1,0,0.5,0
190.05,840.066666666667,1,0,0.5,0
195.066666666667,840.066666666667,1,0,0.5,0
200.05,840.066666666667,1,0,0.5,0
205.05,840.066666666667,1,0,0.5,0
210.05,840.066666666667,1,0,0.5,0
215.05,840.066666666667,1,0,0,0
220.066666666667,840.066666666667,1,0,0,0
225.05,840.066666666667,1,0,0,0
230.05,840.066666666667,1,0,0,0
235.066666666667,840.066666666667,1,0,0,0
240.05,840.066666666667,1,0,0,0
245.05,840.066666666667,1,0,0.5,0
250.05,840.066666666667,1,0,0,0
255.066666666667,840.066666666667,1,0,0,0
260.05,840.066666666667,1,0,0,50
265.05,840.066666666667,1,0,0,50
270.066666666667,840.066666666667,1,0,0,50
275.066666666667,840.066666666667,1,0,0.5,50
280.05,840.066666666667,1,0,0.5,50
285.05,840.066666666667,1,0,0.5,50
290.066666666667,840.066666666667,1,0,0.5,50
295.066666666667,840.066666666667,1,0,0.5,50
300.05,840.066666666667,1,0,0.5,50
305.05,840.066666666667,1,0,0.5,50
310.05,840.066666666667,1,0,0.5,50
315.066666666667,840.066666666667,1,0,0.5,50
320.066666666667,840.066666666667,1,0,0.5,50
325.066666666667,840.066666666667,1,0,0.5,50
330.066666666667,840.066666666667,1,0,0,0
