Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,780.05,1,0,0.03,50
5.03333333333333,780.05,1,0,0.05,50
10.0333333333333,780.05,1,0,0.04,50
15.0333333333333,780.05,1,0,0,50
20.05,780.05,1,0,0.03,50
25.05,780.05,1,0,0,50
30.0333333333333,780.05,1,0,0.08,50
35.0333333333333,780.05,1,0,0.06,50
40.0333333333333,780.05,1,0,0.03,50
45.05,780.05,1,0,0.15,50
50.05,780.05,1,0,0.08,50
55.0333333333333,780.05,1,0,0.2,50
60.0333333333333,780.05,1,0,0.12,50
65.05,780.05,1,0,0.15,50
70.0333333333333,780.05,1,0,0.15,50
75.0333333333333,780.05,1,0,0.2,49
80.0333333333333,780.05,1,0,0.24,46
85.05,780.05,1,0,0.23,44
90.05,780.05,1,0,0.24,42
95.05,780.05,1,0,0.22,35
100.033333333333,780.05,1,0,0.25,31
105.033333333333,780.05,1,0,0.26,33
110.033333333333,780.05,1,0,0.26,27
115.033333333333,780.05,1,0,0.27,20
120.05,780.05,1,0,0.28,27
125.05,780.05,1,0,0.33,50
130.05,780.05,1,0,0.35,50
135.033333333333,780.05,1,0,0.36,50
140.033333333333,780.05,1,0,0.38,50
145.05,780.05,1,0,0.38,50
150.05,780.05,1,0,0.37,26
155.033333333333,780.05,1,0,0.35,0
160.033333333333,780.05,1,0,0.36,5
165.033333333333,780.05,1,0,0.35,2
170.05,780.05,1,0,0.39,13
175.05,780.05,1,0,0.39,0
180.033333333333,780.05,1,0,0.4,3
185.033333333333,780.05,1,0,0.38,0
190.033333333333,780.05,1,0,0.39,0
195.033333333333,780.05,1,0,0.42,0
200.033333333333,780.05,1,0,0.43,2
205.033333333333,780.05,1,0,0.44,3
210.05,780.05,1,0,0.45,15
215.033333333333,780.05,1,0,0.43,0
220.033333333333,780.05,1,0,0.44,0
225.033333333333,780.05,1,0,0.44,0
230.033333333333,780.05,1,0,0.45,0
235.033333333333,780.05,1,0,0.46,0
240.033333333333,780.05,1,0,0.45,0
245.033333333333,780.05,1,0,0.47,0
250.033333333333,780.05,1,0,0.46,0
255.05,780.05,1,0,0.47,0
260.033333333333,780.05,1,0,0.46,0
265.033333333333,780.05,1,0,0.48,0
270.05,780.05,1,0,0.48,0
275.033333333333,780.05,1,0,0.48,0
280.05,780.05,1,0,0.49,10
285.033333333333,780.05,1,0,0.48,19
290.033333333333,780.05,1,0,0.5,22
295.05,780.05,1,0,0.5,26
300.05,780.05,1,0,0.49,29
305.05,780.05,1,0,0.49,26
310.033333333333,780.05,1,0,0.48,28
315.033333333333,780.05,1,0,0.5,31
320.033333333333,780.05,1,0,0.48,34
325.033333333333,780.05,1,0,0.49,34
330.05,780.05,1,0,0.5,36
335.033333333333,780.05,1,0,0.48,34
340.033333333333,780.05,1,0,0.5,38
345.033333333333,780.05,1,0,0.48,26
350.05,780.05,1,0,0.5,35
355.05,780.05,1,0,0.49,28
360.033333333333,780.05,1,0,0.5,25
365.033333333333,780.05,1,0,0.5,29
370.05,780.05,1,0,0.5,6
375.033333333333,780.05,1,0,0.49,3
380.033333333333,780.05,1,0,0.5,14
385.05,780.05,1,0,0.5,0
390.05,780.05,1,0,0.5,0
395.033333333333,780.05,1,0,0.5,0
400.033333333333,780.05,1,0,0.5,0
405.033333333333,780.05,1,0,0.5,0
410.033333333333,780.05,1,0,0.5,0
415.033333333333,780.05,1,0,0.5,0
420.033333333333,780.05,1,0,0.5,0
425.033333333333,780.05,1,0,0.5,0
430.033333333333,780.05,1,0,0.5,0
435.033333333333,780.05,1,0,0.5,0
440.033333333333,780.05,1,0,0.5,0
445.05,780.05,1,0,0.5,0
450.033333333333,780.05,1,0,0.5,0
455.033333333333,780.05,1,0,0.5,0
460.033333333333,780.05,1,0,0.5,0
465.033333333333,780.05,1,0,0.5,0
470.033333333333,780.05,1,0,0.5,0
475.05,780.05,1,0,0.5,12
480.05,780.05,1,0,0.5,0
485.05,780.05,1,0,0.5,7
490.033333333333,780.05,1,0,0.5,17
495.05,780.05,1,0,0.5,18
500.033333333333,780.05,1,0,0.5,11
505.033333333333,780.05,1,0,0.5,25
510.033333333333,780.05,1,0,0.5,23
515.033333333333,780.05,1,0,0.5,22
520.033333333333,780.05,1,0,0.48,26
525.033333333333,780.05,1,0,0.47,23
530.033333333333,780.05,1,0,0.48,27
535.05,780.05,1,0,0.44,35
540.033333333333,780.05,1,0,0.42,31
545.033333333333,780.05,1,0,0.45,35
550.05,780.05,1,0,0.42,35
555.05,780.05,1,0,0.43,36
560.033333333333,780.05,1,0,0.47,43
565.033333333333,780.05,1,0,0.44,35
570.033333333333,780.05,1,0,0.41,36
575.033333333333,780.05,1,0,0.49,48
580.033333333333,780.05,1,0,0.45,31
585.033333333333,780.05,1,0,0.43,33
590.033333333333,780.05,1,0,0.45,30
595.033333333333,780.05,1,0,0.4,17
600.05,780.05,1,0,0.44,21
605.033333333333,780.05,1,0,0.41,25
610.05,780.05,1,0,0.41,17
615.05,780.05,1,0,0.45,24
620.033333333333,780.05,1,0,0.47,31
625.033333333333,780.05,1,0,0.47,21
630.033333333333,780.05,1,0,0.45,15
635.033333333333,780.05,1,0,0.44,0
640.033333333333,780.05,1,0,0.47,5
645.05,780.05,1,0,0.44,0
650.033333333333,780.05,1,0,0.47,0
655.033333333333,780.05,1,0,0.46,0
660.033333333333,780.05,1,0,0.48,0
665.05,780.05,1,0,0.46,0
670.033333333333,780.05,1,0,0.47,14
675.05,780.05,1,0,0.5,4
680.033333333333,780.05,1,0,0.48,0
685.033333333333,780.05,1,0,0.5,0
690.05,780.05,1,0,0.49,0
695.05,780.05,1,0,0.5,0
700.05,780.05,1,0,0.5,0
705.05,780.05,1,0,0.5,0
710.033333333333,780.05,1,0,0.48,0
715.033333333333,780.05,1,0,0.48,0
720.033333333333,780.05,1,0,0.46,0
725.033333333333,780.05,1,0,0.46,0
730.033333333333,780.05,1,0,0.48,1
735.033333333333,780.05,1,0,0.45,11
740.033333333333,780.05,1,0,0.46,7
745.033333333333,780.05,1,0,0.47,24
750.033333333333,780.05,1,0,0.43,18
755.033333333333,780.05,1,0,0.41,15
760.033333333333,780.05,1,0,0.41,26
765.033333333333,780.05,1,0,0.41,24
770.033333333333,780.05,1,0,0.4,28
775.05,780.05,1,0,0.41,36
