Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,900.033333333333,1,0,0.8,20
178.2,900.033333333333,1,0,0.25,75
720,900.033333333333,1,0,0.25,20
838.2,900.033333333333,1,0,0.25,20
