Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,1110.06666666667,1,0,0.8,20
88.5866666666667,1110.06666666667,1,0,0.25,75
118.586666666667,1110.06666666667,1,0,0.8,20
208.583333333333,1110.06666666667,1,0,0.25,75
238.583333333333,1110.06666666667,1,0,0.8,20
328.583333333333,1110.06666666667,1,0,0.25,75
358.583333333333,1110.06666666667,1,0,0.8,20
448.583333333333,1110.06666666667,1,0,0.25,75
478.583333333333,1110.06666666667,1,0,0.8,20
568.583333333333,1110.06666666667,1,0,0.25,75
598.583333333333,1110.06666666667,1,0,0.8,20
688.583333333333,1110.06666666667,1,0,0.25,75
718.583333333333,1110.06666666667,1,0,0.25,20
