Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
0,1140.06666666667,1,0,1,0
178.316666666667,1140.06666666667,1,0,0,50
208.316666666667,1140.06666666667,1,0,1,0
388.316666666667,1140.06666666667,1,0,0,50
418.316666666667,1140.06666666667,1,0,1,0
598.316666666667,1140.06666666667,1,0,0,50
628.316666666667,1140.06666666667,1,0,1,0
808.316666666667,1140.06666666667,1,0,0,50
838.316666666667,1140.06666666667,1,0,1,0
1018.31666666667,1140.06666666667,1,0,0,50
1048.31666666667,1140.06666666667,1,0,0.25,20
