Switchingtimes,FinalTime,IPTGpre,aTcpre,IPTG,aTc
700.033333333333,960.033333333333,1,0,0.33,0
705.05,960.033333333333,1,0,0.34,0
710.05,960.033333333333,1,0,0.35,0
715.05,960.033333333333,1,0,0.36,0
720.05,960.033333333333,1,0,0.36,5
725.05,960.033333333333,1,0,0.38,9
730.05,960.033333333333,1,0,0.38,4
735.033333333333,960.033333333333,1,0,0.37,9
740.05,960.033333333333,1,0,0.37,7
745.033333333333,960.033333333333,1,0,0.36,10
750.033333333333,960.033333333333,1,0,0.41,24
755.033333333333,960.033333333333,1,0,0.39,18
760.05,960.033333333333,1,0,0.39,21
765.05,960.033333333333,1,0,0.37,14
770.05,960.033333333333,1,0,0.34,11
775.05,960.033333333333,1,0,0.34,16
780.05,960.033333333333,1,0,0.34,16
785.033333333333,960.033333333333,1,0,0.32,18
790.033333333333,960.033333333333,1,0,0.34,18
795.033333333333,960.033333333333,1,0,0.33,18
800.05,960.033333333333,1,0,0.35,20
805.033333333333,960.033333333333,1,0,0.33,19
810.033333333333,960.033333333333,1,0,0.31,21
815.05,960.033333333333,1,0,0.3,19
820.033333333333,960.033333333333,1,0,0.32,15
825.033333333333,960.033333333333,1,0,0.33,16
830.05,960.033333333333,1,0,0.31,9
835.033333333333,960.033333333333,1,0,0.3,7
840.05,960.033333333333,1,0,0.3,7
845.033333333333,960.033333333333,1,0,0.31,0
850.033333333333,960.033333333333,1,0,0.31,0
855.033333333333,960.033333333333,1,0,0.31,0
860.033333333333,960.033333333333,1,0,0.33,0
865.033333333333,960.033333333333,1,0,0.32,0
870.033333333333,960.033333333333,1,0,0.34,0
875.05,960.033333333333,1,0,0.34,0
880.05,960.033333333333,1,0,0.33,0
885.05,960.033333333333,1,0,0.35,0
890.033333333333,960.033333333333,1,0,0.35,0
895.033333333333,960.033333333333,1,0,0.34,0
900.033333333333,960.033333333333,1,0,0.35,0
905.033333333333,960.033333333333,1,0,0.36,0
910.033333333333,960.033333333333,1,0,0.37,0
915.033333333333,960.033333333333,1,0,0.36,0
920.033333333333,960.033333333333,1,0,0.37,0
925.05,960.033333333333,1,0,0.36,0
930.05,960.033333333333,1,0,0.37,0
935.05,960.033333333333,1,0,0.4,8
940.033333333333,960.033333333333,1,0,0.37,0
945.05,960.033333333333,1,0,0.37,0
950.05,960.033333333333,1,0,0.38,10
955.05,960.033333333333,1,0,0.35,6
